date,year,type,country,state,location,activity,sex,age,injury,time,species
30-Nov-2003,2003.0,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,,Injured,11h30,"Wobbegong shark, 1.2 m [4'] "
27-Nov-2003,2003.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Fishing,M,21,Fatal,>08h00,Tiger shark
22-Nov-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,F,35,Injured,15h30,4' shark
12-Nov-2003 ,2003.0,Unprovoked,INDIA,Tamil Nadu,"Mahabalipuram beach, 37 km south of Chennai",Swimming,M,35,Injured,,Tiger shark
12-Nov-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,24,Injured,,
06-Nov-2003,2003.0,Unprovoked,EGYPT,Sinai Peninsula,"Sha’ab Mahmud, Ras Mohamed Park",Snorkeling,M,,Injured,,White shark
06-Nov-2003,2003.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Karridene,Surfing,M,,No injury,,White shark
01-Nov-2003,2003.0,Unprovoked,AUSTRALIA,New South Wales,"Seal Rocks, north of Newcastle",Standing,M,,Injured,Dusk,
Nov-2003,2003.0,Provoked,PANAMA,Pearl Islands,,Fishing,M,,Injured,,"Nurse shark, 60 cm to 90 cm [2' to 3'] "
31-Oct-2003,2003.0,Unprovoked,USA,Florida,St. Johns County,Surfing,M,18,Injured,15h00,1.2 m to 1.5 m [4' to 5'] shark
31-Oct-2003,2003.0,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Seal Rocks",Surfing,M,22,Injured,17h30,Grey shark
31-Oct-2003,2003.0,Unprovoked,USA,Hawaii,"Tunnels surf break off Makua Beach, Kaua'i",Surfing,F,13,Left arm severed below shoulder,07h30,Tiger shark
27-Oct-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,46,Injured,12h20,
24-Oct-2003,2003.0,Invalid,USA,Hawaii,Honolua Bay,Snorkeling,M,56,Injured,12h20,Not confirmed
14-Oct-2003,2003.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,19,Injured,--,1.2 m [4'] shark
06-Oct-2003,2003.0,Invalid,USA,Florida,Palm Beach?,Swimming,M,,Fatal,--,Not confirmed
05-Oct-2003,2003.0,Unprovoked,USA,Florida,Palm Beach County,Surfing,F,,Injured,15h00,
05-Oct-2003,2003.0,Unprovoked,USA,Florida,"Stuart Park Beach, Martin County",Surfing,M,18,Injured,14h30,
05-Oct-2003,2003.0,Provoked,USA,Florida,Volusia County,Surfing,M,30,Injured,14h00,
05-Oct-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,50,Injured,12h02,
05-Oct-2003,2003.0,Unprovoked,USA,Hawaii,"Cove Beach / Kalama Beach, Kihei, Maui",Fishing,F,41,Injured,12h55,Grey shark
29-Sep-2003,2003.0,Unprovoked,FIJI,Taveuni,Welagi coastal reef off Drekeniwai,Wading to shore from his boat,M,40,Fatal,Night,
28-Sep-2003,2003.0,Unprovoked,USA,Florida,"North Hutchinson Island, St. Lucie Couny",Surfing,M,16,Injured,07h45,
21-Sep-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,21,Injured,11h45,
19-Sep-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,19,Injured,16h30,
17-Sep-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,17,Injured,14h00,
14-Sep-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,30,Injured,16h14,3' shark
14-Sep-2003,2003.0,Watercraft,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing,M,36 & 26,No injury,09h40,2 m cow shark
14-Sep-2003,2003.0,Invalid,USA,Florida,"Bathtub Reef Beach, Martin County",Swimming,F,8 or 10,Injured,13h30,Shark involvement doubtful
13-Sep-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Body boarding,M,18,Left calf avulsion,17h11,6' shark
13-Sep-2003,2003.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County","Standing, stepped on shark",M,15,Injured,Afternoon,7' shark
12-Sep-2003,2003.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,Body boarding,M,19,Fatal,14h30,White shark
Sep-2003,2003.0,Unprovoked,USA,Florida,"Boca Grande, Lee County",Fishing,M,,Injured,,
29-Aug-2003,2003.0,Provoked,USA,Texas,1.5 miles off Surfside ,Fishing,M,,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,12h20,Bull shark
19-Aug-2003,2003.0,Unprovoked,USA,California,"Avila Beach, San Luis Obispo County",Swimming,F,50,Fatal,08h15,White shark
12-Aug-2003,2003.0,Invalid,USA,California,"Venice Beach, Los Angeles County",Swimming,M,31,Injured,00h30,Not confirmed
08-Aug-2003,2003.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey’s Bay,Surfing,M,16,No injury,08h00,White shark
Reported 26-Jul-2003,2003.0,Unprovoked,AUSTRALIA,Northern Territory,Nhulunbuy,Surfing,M,37,No injury,,
20-Jul-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,18,Injured,15h45,
15-Jul-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Wading,F,15,Heel & sole of left foot,14h37,
10-Jul-2003,2003.0,Unprovoked,BAHAMAS,Abaco Islands,Bakers Bay,Fishing,M,58,Injured,14h30,Unidentified species
05-Jul-2003,2003.0,Provoked,USA,Florida,Volusia County,Surfing,M,10,Injured,10h07,2' shark
05-Jul-2003,2003.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,21,Injured,,1.5 m to 1.8 m [5' to 6'] shark
04-Jul-2003,2003.0,Unprovoked,BAHAMAS,Abaco Islands,10 miles west of Walker’s Cay,Fishing,M,39,Injured,14h45,Bull shark
Jul-2003,2003.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Fishing,M,,Injured,,Hammerhead shark
Late Jul-2003,2003.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Moorea,Fishing,M,,Injured,,
Jul-2003,2003.0,Unprovoked,NEW ZEALAND,Cook Islands,Beveridge Reef,Snorkeling,M,,Injured,,Grey shark
30-Jun-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,17,Injured,13h53,Unidentified species
26-Jun-2003,2003.0,Unprovoked,USA,Florida,St. Johns County,Surfing,M,15,Injured,Morning,106 cm [3.5']  shark
24-Jun-2003,2003.0,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",,M,,Fatal,,
24-Jun-2003,2003.0,Unprovoked,USA,Florida,Brevard County,Standing,F,12,Injured,Afternoon,Brown shark
24-Jun-2003,2003.0,Unprovoked,USA,Hawaii,"Makua Beach, Oahu",Swimming,M,60,Injured,08h00,3.7 m to 4.3 m [12' to 14'] shark
22-Jun-2003,2003.0,Unprovoked,USA,Johnston Atoll,,Swimming,M,51,Injured,Afternoon,Unidentified species
19-Jun-2003,2003.0,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Surfing,M,33,Injured,Late afternoon,"""sand shark"""
08-Jun-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,15,Injured,11h55,
Jun-2003,2003.0,Invalid,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,22,Injured,,Not confirmed
25-May-2003,2003.0,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,18,Injured,10h00,
14-May-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Wading,M,22,Injured,13h23,3' to 5' shark
10-May-2003,2003.0,Unprovoked,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Swimming,M,20,Injured,11h45,Grey shark
07-May-2003,2003.0,Provoked,USA,Florida,Volusia County,Surfing,M,34,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,11h40,4' to 5' shark
03-May-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Walking,F,9,Injured,12h20,
May-2003,2003.0,Unprovoked,PHILIPPINES,Baatan,Limay,,F,,Arm severed,,White shark
26-Apr-2003,2003.0,Provoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Killing  sharks,M,,Injured,,
25-Apr-2003,2003.0,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,M,16,Injured,18h30,
23-Apr-2003,2003.0,Unprovoked,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",Surfing,M,17,Injured,17h00,Bull shark
23-Apr-2003,2003.0,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,M,7,Injured,,
21-Apr-2003,2003.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,36,Injured,14h30,Unidentified species
21-Apr-2003,2003.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,17,Injured,13h30,Unidentified species
20-Apr-2003,2003.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,30,Injured,Afternoon,Unidentified species
20-Apr-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,23,Injured,09h00,0.9 m to 1.2 m [3' to 4'] shark
20-Apr-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,18,Injured,14h20,Unidentified species
19-Apr-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Jumping,M,11,Injured,13h20,A “small” shark
18-Apr-2003,2003.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,12,Injured,08h50,Unidentified species
15-Apr-2003,2003.0,Unprovoked,USA,Florida,Brevard County,Swimming,M,20,Injured,13h00,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee"
11-Apr-2003,2003.0,Unprovoked,VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita",Surfing,M,28,Injured,--,"Mako shark, 3 m [10']"
09-Apr-2003,2003.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,,Injured,Dusk,
04-Apr-2003,2003.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,50,Injured,08h00,4' to 5' shark
10-Mar-2003,2003.0,Provoked,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Petting captive sharks,F,,Hand nipped PROVOKED INCIDENT,,60 cm [2'] captive shark
27-Feb-2003,2003.0,Unprovoked,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,Diving,M,44,Injured,11h45,White shark
15-Feb-2003,2003.0,Unprovoked,AUSTRALIA,South Australia,"Goolwa Beach, Fleurieu Peninsula",Wading,M,37,Injured,Dusk,"""a small shark"""
15-Feb-2003,2003.0,Unprovoked,USA,Florida,Palm Beach County,Swimming,M,54,Injured,12h10,Not confirmed
11-Feb-2003,2003.0,Unprovoked,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",Swimming,M,24,Injured,--,Grey shark
08-Feb-2003,2003.0,Unprovoked,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,Swimming,M,84,Fatal,Morning,Bull shark
17-Jan-2003,2003.0,Invalid,SOUTH AFRICA,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",Unknown,M,14,Injured,--,Not confirmed
03-Jan-2003,2003.0,Unprovoked,COSTA RICA,North Pacific coast,Playa Tamarindo ,Surfing,M,,Injured,,Bull shark
02-Jan-2003,2003.0,Unprovoked,AUSTRALIA,Western Australia,Left break at the ‘Hot Spot’ at Sheringa Beach,Surfing,F,,No injury,13h00,"Bronze whaler shark, 2.5 m [8.25'] "
29-Dec-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),Snorkeling,F,18,Injured,,Hammerhead shark
24-Dec-2002,2002.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Scarborough,Snorkeling,M,25,Injured,Just after 12h00,White shark
21-Dec-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Depth of 40 m on the wreck of the St. Paul off Brisbane,Diving,M,26,Injured,,"Wobbegong shark, 1m"
20-Dec-2002,2002.0,Invalid,AUSTRALIA,Queensland,Golden Beach,Swimming,M,11,Injured,,Not confirmed
16-Dec-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Miami Lake,Swimming,M,23,Fatal,02h30,Bull shark
01-Dec-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,19,Fatal,,
28-Nov-2002,2002.0,Unprovoked,MICRONESIA,Caroline Islands,"Pision Reef, Truk",Diving,M,,Injured,Afternoon,Black shark
28-Nov-2002,2002.0,Unprovoked,USA,California,"Salmon Creek, Sonoma County",Body boarding,M,48,Injured,09h45,White shark
17-Nov-2002,2002.0,Unprovoked,USA,Hawaii,Ka'anapali,Swimming,F,34,Injured,10h45,Grey shark
14-Nov-2002,2002.0,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,Snorkeling,F,41,Injured,08h40,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark 
11-Nov-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,21,Injured,13h40,6' shark
02-Nov-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Boogie boarding,M,16,Injured,13h25,3' to 4' shark
Nov-2002,2002.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Tetiaroa,Fishing,M,52,Shin bruised,,
30-Oct-2002,2002.0,Unprovoked,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",Swimming,F,60,Injured,11h56,A “small” shark
14-Oct-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife",Swimming,M,36,Fatal,16h00,Tiger shark
11-Oct-2002,2002.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,21,Injured,Sunset,
05-Oct-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,14,Injured,12h00,Black shark
05-Oct-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,35,Injured,13h30,3.5' to 4.5' shark
03-Oct-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,18,Injured,14h35,3.5' to 4' shark
30-Sep-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,47,Injured,16h20,4' to 5' shark
29-Sep-2002,2002.0,Unprovoked,USA,Florida,Brevard County,Surfing,M,32,Injured,07h30,
27-Sep-2002,2002.0,Unprovoked,USA,Hawaii,"Kahala, O'ahu",Surfing,M,55,No injury,15h35,Black shark
27-Sep-2002,2002.0,Provoked,USA,Florida,"Key Largo, Monroe County",Fishing,M,  ,Injured,Afternoon,Black shark
27-Sep-2002,2002.0,Provoked,TONGA,Vava'u,Swimming with humpback whales,Swimming,M, ,Injured,15h00,Tiger shark
21-Sep-2002,2002.0,Unprovoked,USA,Oregon,Cape Kiwanda,Surfing,M,24,Injured, ,2.4 m [8'] shark
21-Sep-2002,2002.0,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,35,No injury,Early Morning,3 m to 3.7 m [10' to 12'] shark
16-Sep-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City",Swimming,M,19,Injured,15h00,Tiger shark
16-Sep-2002,2002.0,Unprovoked,USA,Hawaii,"Hideaways Beach, Princeville, Kaua'i",Body boarding,M,,No injury,07h50,
13-Sep-2002,2002.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Surfing,M,47,No injury,16h00,White shark
09-Sep-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Boogie boarding,M,20,Injured,15h55,4' to 6' shark
05-Sep-2002,2002.0,Provoked,USA,Florida,Volusia County,"Wading, when he stepped on the shark",M,36,Injured,17h45,Hammerhead shark
28-Aug-2002,2002.0,Unprovoked,USA,Hawaii,"Kewalo Basin Channel, O'ahu",Surfing,M,16,Injured,15h45,Tiger shark
17-Aug-2002,2002.0,Unprovoked,USA,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",Swimming,F,29,Injured,17h00,
14-Aug-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,27,Injured,14h45,0.9 m  to 1.2 m [3' to 4'] shark
11-Aug-2002,2002.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Surfing,M,15,Injured,15h30,"Nurse shark, 1.5 m [5'] "
07-Aug-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Standing,M,15,Injured,12h30,
Reported 06-Aug-2002,2002.0,Provoked,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",Diving,M,30,Injured,,Tiger shark
05-Aug-2002,2002.0,Unprovoked,USA,North Carolina,"Topsail Beach, Pender County",Standing,M,14,Injured,11h00,1.2 m to 1.5 m [4' to 5'] shark
26-Jul-2002,2002.0,Unprovoked,USA,South Carolina,Horry County,Surfing,M,13,Injured,19h00,Black shark
20-Jul-2002,2002.0,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,F,15,Injured,17h00,Bull shark
10-Jul-2002,2002.0,Provoked,USA,Florida,Volusia County,Surfing,M,19,Injured,18h45,
09-Jul-2002,2002.0,Provoked,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",Fishing,M,41,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Shortly after midnight,"Mako shark, 400-lb "
10-Jul-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Surfing,M,22,Right hand severed,15h00,Tiger shark
04-Jul-2002,2002.0,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Standing,F,9,Injured,17h15,Bull shark
20-Jun-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,Surfing,M,30,minor injury to foot,10h00,
20-Jun-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Swimming,F,11,Injured,14h25,
16-Jun-2002,2002.0,Invalid,INDONESIA,,"Shark caught in Indonesia, offloaded to trawler that docked at Samut Prakan, 20 miles south of Bangkok, Thailand",,F,,Fatal,,Not confirmed
Reported 13-Jun-2002,2002.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain",,F,,Injured,,
Reported 13-Jun-2002,2002.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,"Gawa Reefs, Sudest Island",Attempting to retreive a dinghy,F,,Fatal,,
11-Jun-2002,2002.0,Unprovoked,USA,Hawaii,"Anini Beach, Kaua'i",Surfing,F,,No injury,13h345,Tiger shark
10-Jun-2002,2002.0,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Surfing,M,28,Injured,13h00,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand
09-Jun-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,50,6-inch gash on right foot,10h40,  
09-Jun-2002,2002.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,10,Injured,13h00,
03-Jun-2002,2002.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,Snorkeling (filming the sardine run),M,50,Injured,  ,Copper shark
31-May-2002,2002.0,Unprovoked,USA,California,"Stinson Beach, Marin County",Surfing,M,24,Injured,14h15,White shark
31-May-2002,2002.0,Unprovoked,USA,Florida,"St. George Island (near Apachicola), Franklin County",Floating on a raft,M,16,Injured,16h15,1 m  shark
22-May-2002,2002.0,Provoked,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island ",Fishing,M,55,Injured,17h15,Black shark
22-May-2002,2002.0,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,35,Injured,06h47,
Reported 21-May-2002,2002.0,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,,Toothmarks in board & his swim trunks,,Bull shark
21-May-2002,2002.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Tewatewa Island,Collecting beche-de-mer,M,14,Injured,,
13-May-2002,2002.0,Unprovoked,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",Fishing,M,31,Injured,,2.1 m to 2.4 m [7' to 8'] shark
10-May-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,"Pina, Recife",Surfing,M,40,Injured,17h00,
07-May-2002,2002.0,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing,M,20,Injured,,
30-Apr-2002,2002.0,Unprovoked,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",Diving,M,23,Fatal,12h40,White shark
21-Apr-2002,2002.0,Invalid,AUSTRALIA,New South Wales,26 nautical miles out to sea off Lake Macquarie,Fishing,M,52,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",,Invalid
20-Apr-2002,2002.0,Unprovoked,USA,Florida,St. Johns County,Surfing,M,34,Injured,10h30,1.2 m [4'] shark
18-Apr-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,28,Injured,11h10,
12-Apr-2002,2002.0,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,M,45,Injured,18h30,
09-Apr-2002,2002.0,Unprovoked,BAHAMAS,Abaco Islands,Walkers Cay,Standing,M,43,Injured,10h45,Bull shark
02-Apr-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Wading,M,41,Injured,15h00,3'  shark
01-Apr-2002,2002.0,Unprovoked,USA,Florida,"Lauderdale-By-The-Sea, Broward County",Swimming,M,29,Injured,11h30,0.9 m [3'] shark
25-Mar-2002,2002.0,Unprovoked,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Body-boarding,M,17,Left leg severed below knee,12h00,Tiger shark
25-Mar-2002,2002.0,Unprovoked,USA,Florida,Brevard County,Wading,F,11,Injured,10h10,  
24-Mar-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,16,Fatal,17h00,
19-Mar-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Swimming,M,20,Injured,15h45,4' shark
15-Mar-2002,2002.0,Unprovoked,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,M,39,Injured,Morning,"Nurse shark, 1m "
15-Mar-2002,2002.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,31,Injured,10h55,"Spinner shark, 3' to 4' "
03-Mar-2002,2002.0,Invalid,NEW CALEDONIA,Loyalty Islands,Lifou,Fishing,M,44,Fatal,,Shark involvement prior to death unconfired
23-Feb-2002,2002.0,Unprovoked,TURKS & CAICOS,,,Fishing,M,,Fatal,,
16-Feb-2002,2002.0,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,Surfing,M,30 or 36,Injured,09h00 -10h00,"1.5 m [5'] ""whaler shark"""
11-Feb-2002,2002.0,Unprovoked,FIJI,Cikobia Island (north of Vanua Levu),,,M,15,Fatal,20h00,
07-Feb-2002,2002.0,Watercraft,AUSTRALIA,New South Wales,Paramatta River (near Sydney),Kayaking,M,35,Injured,19h15,C. leucas tooth fragment recovered from kayak
30-Jan-2002,2002.0,Unprovoked,AUSTRALIA,New South Wales,Just north of Fingal Spit,Surfing,M,20,Injured,20h45 (Sunset),Tiger shark
30-Jan-2002,2002.0,Unprovoked,AUSTRALIA,Western Australia,Collie River ,Swimming,M,32,Injured,,
04-Jan-2002,2002.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,Fishing,M,16,Injured,02h00,Zambesi shark?
03-Jan-2002,2002.0,Unprovoked,BRAZIL,Pernambuco,Candeias,Swimming,M,,Fatal,,
01-Jan-2002,2002.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Surfing,M,26,Injured,Sunset,Unidentified
01-Jan-2002,2002.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,M,35,Injured,13h00,Tiger shark
21-Dec-2001,2001.0,Invalid,AUSTRALIA,Western Australia,"Honeycombs, 250 km south of Perth",Surfing,M,36,No injury,Morning,
23-Nov-2001,2001.0,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",Surfing,M,49,"No Injury, shark hit board",,Bronze whaler shark
14-Nov-2001,2001.0,Unprovoked,USA,Hawaii,"Kapalua, Maui",Surfing,M,,No injury,17h00,
07-Nov-2001,2001.0,Invalid,AUSTRALIA,Western Australia,"Leighton Beach, south of North Cottesloe",Surfing,M,,No injury,,
07-Oct-2001,2001.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,Kite-Boarding,M,,No injury,,"Mako shark, 2 m [6.75'] "
02-Oct-2001,2001.0,Unprovoked,AUSTRALIA,Queensland,200 miles offshore,Snorkeling,F,20,Injured,13h00,Bronze whaler shark?
30-Sep-2001,2001.0,Unprovoked,MEXICO,Guerrero,Ixtapa,Surfing,M,26,Injured,Late morning,Tiger shark
30-Sep-2001,2001.0,Watercraft,AUSTRALIA,Queensland,"Moreton Bay, NE of Brisbane ",,M,31,No injury,P.M.,White shark
24-Sep-2001,2001.0,Provoked,USA,Florida,Volusia County,Surfing,M,21,Injured,16h20,4' shark
18-Sep-2001,2001.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,14,Injured,15h00,
16-Sep-2001,2001.0,Invalid,USA,Florida,"2 miles off Pompano Beach, Broward County",Diving,M,42,Fatal,13h20,Questionable incident - shark bite may have precipitated drowning
15-Sep-2001,2001.0,Unprovoked,USA,Florida,A quarter mile north of Fort Pierce Inlet,Boogie boarding,M,6½,Injured,15h00,2' to 3.5' shark
15-Sep-2001,2001.0,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Surfing,M,16,Injured,13h45,
